        0.0000    0.053486   0.000000  -0.955539   0.000000  -0.279931  -0.104784   0.000000
        0.3000    0.020261   0.000000  -0.912264   0.000000  -0.290055  -0.119327   0.000000
        0.6000    0.039343   0.000000  -0.902100   0.000000  -0.315449  -0.122824   0.000000
        0.9000    0.015937   0.000000  -0.940189   0.000000  -0.300616  -0.131817   0.000000
        1.2000    0.049257   0.000000  -0.941221   0.000000  -0.277763  -0.108445   0.000000
        1.5000    0.058982   0.000000  -0.877418   0.000000  -0.332806  -0.109770   0.000000
        1.8000    0.012919   0.000000  -0.921679   0.000000  -0.314460  -0.111005   0.000000
        2.1000    0.020879   0.000000  -0.910580   0.000000  -0.288011  -0.081815   0.000000
        2.4000    0.066257   0.000000  -0.984190   0.000000  -0.251671  -0.084784   0.000000
        2.7000    0.022768   0.000000  -0.940016   0.000000  -0.275958  -0.088379   0.000000
        3.0000    0.055778   0.000000  -0.909041   0.000000  -0.305767  -0.089816   0.000000
        3.3000    0.012947   0.000000  -0.957975   0.000000  -0.292499  -0.108203   0.000000
        3.6000    0.024769   0.000000  -0.884549   0.000000  -0.270892  -0.103872   0.000000
        3.9000    0.029765   0.000000  -0.901194   0.000000  -0.279334  -0.117033   0.000000
        4.2000    0.049914   0.000000  -0.967051   0.000000  -0.306769  -0.119547   0.000000
        4.5000    0.040006   0.000000  -0.875500   0.000000  -0.300061  -0.106936   0.000000
        4.8000    0.070456   0.000000  -0.895043   0.000000  -0.307575  -0.107663   0.000000
        5.1000    0.028632   0.000000  -0.948442   0.000000  -0.264962  -0.099640   0.000000
        5.4000    0.056310   0.000000  -0.906223   0.000000  -0.290209  -0.095963   0.000000
        5.7000    0.044103   0.000000  -0.894613   0.000000  -0.319404  -0.094224   0.000000
        6.0000    0.027269   0.000000  -0.879952   0.000000  -0.299282  -0.095705   0.000000
        6.3000    0.025480   0.000000  -0.931829   0.000000  -0.321911  -0.106636   0.000000
        6.6000    0.042903   0.000000  -0.949792   0.000000  -0.275172  -0.108619   0.000000
        6.9000    0.088055   0.000000  -0.844818   0.000000  -0.298313  -0.100783   0.000000
        7.2000    0.045118   0.000000  -0.972973   0.000000  -0.245144  -0.103857   0.000000
        7.5000    0.036986   0.000000  -0.979007   0.000000  -0.287596  -0.091486   0.000000
        7.8000    0.031584   0.000000  -0.920406   0.000000  -0.218545  -0.076482   0.000000
        8.1000    0.042221   0.000000  -0.940934   0.000000  -0.248917  -0.081716   0.000000
        8.4000    0.021324   0.000000  -0.946682   0.000000  -0.282542  -0.087023   0.000000
        8.7000    0.041999   0.000000  -0.927628   0.000000  -0.274488  -0.110891   0.000000
        9.0000    0.043087   0.000000  -0.878076   0.000000  -0.272805  -0.104403   0.000000
        9.3000    0.035424   0.000000  -0.904386   0.000000  -0.266507  -0.118510   0.000000
        9.6000    0.030051   0.000000  -0.930967   0.000000  -0.279343  -0.117778   0.000000
        9.9000    0.038417   0.000000  -0.860625   0.000000  -0.257877  -0.095130   0.000000
       10.2000    0.072870   0.000000  -0.952294   0.000000  -0.299798  -0.102512   0.000000
       10.5000    0.091221   0.000000  -0.988883   0.000000  -0.318695  -0.104835   0.000000
       10.8000    0.049498   0.000000  -0.939201   0.000000  -0.306914  -0.112881   0.000000
       11.1000    0.023685   0.000000  -0.946050   0.000000  -0.292094  -0.120955   0.000000
       11.4000    0.028423   0.000000  -0.949412   0.000000  -0.298503  -0.128637   0.000000
       11.7000    0.043207   0.000000  -0.936580   0.000000  -0.311806  -0.116655   0.000000
       12.0000    0.011211   0.000000  -0.998002   0.000000  -0.279319  -0.118251   0.000000
       12.3000    0.048796   0.000000  -0.883291   0.000000  -0.276156  -0.095028   0.000000
       12.6000    0.037045   0.000000  -0.940379   0.000000  -0.293877  -0.106071   0.000000
       12.9000    0.018644   0.000000  -0.946385   0.000000  -0.273262  -0.083986   0.000000
       13.2000    0.024973   0.000000  -0.930072   0.000000  -0.275319  -0.084537   0.000000
       13.5000    0.026666   0.000000  -0.960771   0.000000  -0.291895  -0.090669   0.000000
       13.8000    0.036739   0.000000  -0.993381   0.000000  -0.297565  -0.109270   0.000000
       14.1000    0.016325   0.000000  -0.936225   0.000000  -0.335643  -0.105700   0.000000
       14.4000    0.016168   0.000000  -0.975327   0.000000  -0.233898  -0.100061   0.000000
       14.7000    0.030814   0.000000  -0.988049   0.000000  -0.232527  -0.125749   0.000000
       15.0000    0.056448   0.000000  -0.990332   0.000000  -0.232800  -0.121187   0.000000
       15.3000    0.044467   0.000000  -0.947972   0.000000  -0.269225  -0.122658   0.000000
       15.6000    0.027386   0.000000  -0.923822   0.000000  -0.297167  -0.114451   0.000000
