#t = 14891; extr. Ts: 0.10005 0.10105 0.10205 0.10305 0.10505 0.10605 0.10705 0.10805 0.10905 0.11005 0.11105 0.11205 0.11305 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 0 2092 9.2048 214.529 20.0563 1.97089 0.203275 0.00248601 0.000293978 3.62884e-05 4.66997e-06 6.25774e-07 8.72095e-08 1.26256e-08 1.89668e-09 2.95343e-10 
4 0 2826 77.715 1800.56 168.949 16.7432 1.75037 0.0223406 0.00272009 0.000347459 4.64943e-05 6.50718e-06 9.51035e-07 1.44918e-07 2.29872e-08 3.78985e-09 
5 0 3526 369.39 9654.36 827.123 75.0912 7.21078 0.0781135 0.00878056 0.00103655 0.000128288 1.66187e-05 2.24969e-06 3.17756e-07 4.67582e-08 7.15798e-09 
6 0 30896 9710.17 282108 22331.1 1870.44 165.523 1.51966 0.157197 0.0170796 0.00194639 0.000232322 2.90041e-05 3.78221e-06 5.14481e-07 7.29064e-08 
7 0 78520 69097.6 2.04397e+06 159609 13195.1 1152.81 10.3129 1.05247 0.112752 0.0126606 0.00148786 0.00018274 2.3425e-05 3.1299e-06 4.35356e-07 
8 0 179940 179940 5.77603e+06 424159 33006.5 2716.84 21.638 2.08682 0.211498 0.0224921 0.00250624 0.000292196 3.55956e-05 4.52496e-06 5.99486e-07 
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
